,bust_chest_girth,waist_girth,hip_girth,thigh_girth,upper_arm_girth,neck_girth,neck_waist,repetition,gender,measures_station,subject
105,866.5394287109375,693.8855590820312,838.7545166015625,431.0,256.8787536621094,347.3733825683594,373.3780212402344,2,male,Our,IEEEP1_52
106,1041.6917724609375,825.5145263671875,1044.0006103515625,630.0919799804688,358.70751953125,396.8446350097656,445.7032775878906,1,male,Our,IEEEP1_55
107,1057.547607421875,837.3499755859375,1053.3021240234375,626.8447265625,369.30511474609375,402.82501220703125,440.96563720703125,2,male,Our,IEEEP1_55
108,1083.3619384765625,881.636474609375,975.127197265625,544.3157958984375,320.4611511230469,398.04815673828125,448.6328430175781,1,male,Our,IEEEP1_56
109,1091.2821044921875,883.27197265625,975.25,542.8881225585938,329.12457275390625,397.9205017089844,447.0126037597656,2,male,Our,IEEEP1_56
110,1253.79833984375,1183.805908203125,1232.094482421875,702.6915893554688,407.68316650390625,470.2060546875,477.0939636230469,1,male,Our,IEEEP1_57
111,1268.9881591796875,1192.4931640625,1218.3392333984375,709.408203125,425.19317626953125,477.9603271484375,480.69085693359375,2,male,Our,IEEEP1_57
112,1028.023681640625,915.706787109375,993.2723388671875,550.6774291992188,328.01849365234375,383.1287841796875,432.8335876464844,1,male,Our,IEEEP1_79
113,1019.6668701171875,922.1350708007812,991.0462036132812,550.3563232421875,321.20086669921875,376.0125732421875,430.0506591796875,2,male,Our,IEEEP1_79
114,1048.9149169921875,815.320556640625,984.1522216796875,554.4645385742188,360.7984924316406,404.20635986328125,481.295654296875,1,male,Our,IEEEP1_87
115,1042.63525390625,808.7479248046875,983.928466796875,550.7486572265625,379.98382568359375,411.80462646484375,486.23626708984375,2,male,Our,IEEEP1_87
116,1221.3575439453125,1093.911865234375,1115.8253173828125,649.6438598632812,379.6070861816406,456.82904052734375,515.438720703125,1,male,Our,IEEEP1_89
117,1229.0252685546875,1097.4708251953125,1123.573486328125,666.251708984375,385.1566162109375,456.3529968261719,528.681884765625,2,male,Our,IEEEP1_89
118,920.0,800.0,1065.0,675.0,315.0,335.0,375.0,1,,Expert,IEEEP1_05
119,925.0,810.0,965.0,655.0,310.0,345.0,370.0,2,,Expert,IEEEP1_05
120,922.782,874.268,1067.054,646.684,330.454,347.345,417.068,1,,SS20,IEEEP1_05
121,919.734,880.618,1073.277,646.049,330.454,343.789,413.131,2,,SS20,IEEEP1_05
122,780.0,630.0,920.0,495.0,250.0,325.0,380.0,1,,Expert,IEEEP1_12
123,805.0,640.0,920.0,520.0,260.0,305.0,385.0,2,,Expert,IEEEP1_12
124,795.02,683.514,965.835,525.78,259.969,291.846,369.824,1,,SS20,IEEEP1_12
125,801.878,690.88,966.343,524.637,256.794,293.751,374.015,2,,SS20,IEEEP1_12
126,880.0,720.0,1000.0,560.0,285.0,355.0,375.0,1,,Expert,IEEEP1_13
127,860.0,715.0,1010.0,595.0,280.0,355.0,375.0,2,,Expert,IEEEP1_13
128,898.144,781.558,1055.243,587.502,291.211,339.09,432.308,1,,SS20,IEEEP1_13
129,896.366,799.465,1056.894,579.882,294.513,342.646,440.69,2,,SS20,IEEEP1_13
130,1055.0,945.0,1040.0,630.0,315.0,390.0,380.0,1,,Expert,IEEEP1_14
131,1055.0,950.0,1035.0,620.0,305.0,380.0,375.0,2,,Expert,IEEEP1_14
132,1095.502,992.251,1065.022,655.574,312.674,369.062,414.274,1,,SS20,IEEEP1_14
133,1110.234,986.79,1060.45,655.574,307.594,359.791,418.338,2,,SS20,IEEEP1_14
134,990.0,890.0,1030.0,570.0,340.0,400.0,425.0,1,,Expert,IEEEP1_15
135,985.0,910.0,1055.0,600.0,340.0,405.0,445.0,2,,Expert,IEEEP1_15
136,1013.841,995.553,1066.165,606.425,339.852,400.05,432.181,1,,SS20,IEEEP1_15
137,1014.349,995.68,1042.924,596.646,354.33,415.163,426.5295,2,,SS20,IEEEP1_15
138,1090.0,1045.0,1115.0,630.0,355.0,420.0,470.0,1,,Expert,IEEEP1_17
139,1090.0,1030.0,1115.0,660.0,350.0,430.0,460.0,2,,Expert,IEEEP1_17
140,1160.145,1046.734,1108.837,643.128,335.026,431.038,566.293,1,,SS20,IEEEP1_17
141,1137.031,1048.766,1104.392,641.096,333.756,430.784,538.734,2,,SS20,IEEEP1_17
142,890.0,765.0,990.0,600.0,315.0,380.0,410.0,1,,Expert,IEEEP1_18
143,870.0,780.0,1010.0,580.0,320.0,380.0,415.0,2,,Expert,IEEEP1_18
144,934.212,878.459,1014.603,573.405,319.405,390.398,429.514,1,,SS20,IEEEP1_18
145,948.309,877.316,1012.444,576.326,327.66,399.288,427.99,2,,SS20,IEEEP1_18
146,865.0,730.0,960.0,530.0,260.0,325.0,380.0,1,,Expert,IEEEP1_19
147,860.0,745.0,955.0,535.0,260.0,345.0,355.0,2,,Expert,IEEEP1_19
148,890.27,783.844,957.834,546.481,271.653,315.214,412.242,1,,SS20,IEEEP1_19
149,898.144,791.972,966.343,546.989,275.336,316.738,409.448,2,,SS20,IEEEP1_19
150,960.0,960.0,1020.0,575.0,315.0,390.0,460.0,1,,Expert,IEEEP1_20
151,990.0,960.0,1030.0,575.0,315.0,385.0,445.0,2,,Expert,IEEEP1_20
152,1001.268,946.404,1038.86,567.055,307.086,404.876,485.394,1,,SS20,IEEEP1_20
153,1009.142,945.896,1035.05,565.404,311.912,409.702,485.648,2,,SS20,IEEEP1_20
154,1340.0,1095.0,1325.0,740.0,370.0,415.0,390.0,1,,Expert,IEEEP1_21
155,1370.0,1210.0,1320.0,735.0,390.0,415.0,390.0,2,,Expert,IEEEP1_21
156,1400.81,1247.648,1328.293,749.554,376.174,425.196,434.848,1,,SS20,IEEEP1_21
157,1398.27,1242.568,1328.039,767.207,379.73,427.736,440.309,2,,SS20,IEEEP1_21
158,990.0,900.0,1065.0,610.0,325.0,375.0,415.0,1,,Expert,IEEEP1_22
159,995.0,895.0,1050.0,635.0,325.0,380.0,400.0,2,,Expert,IEEEP1_22
160,1029.208,920.242,1073.023,599.821,339.852,397.637,435.864,1,,SS20,IEEEP1_22
161,1039.114,922.909,1078.484,608.33,338.582,394.97,440.182,2,,SS20,IEEEP1_22
162,810.0,690.0,945.0,535.0,275.0,320.0,350.0,1,,Expert,IEEEP1_23
163,810.0,690.0,915.0,545.0,270.0,335.0,330.0,2,,Expert,IEEEP1_23
164,841.883,732.917,952.754,548.005,264.033,312.928,345.186,1,,SS20,IEEEP1_23
165,851.535,728.98,947.166,541.909,264.414,315.722,360.807,2,,SS20,IEEEP1_23
166,,,,,,,,1,,Expert,IEEEP1_24
167,,,,,,,,2,,Expert,IEEEP1_24
168,863.092,787.654,1037.59,608.076,299.974,329.946,401.32,1,,SS20,IEEEP1_24
169,858.647,790.702,1036.447,608.076,300.482,331.978,398.526,2,,SS20,IEEEP1_24
170,1060.0,975.0,1090.0,660.0,355.0,420.0,465.0,1,,Expert,IEEEP1_25
171,1040.0,960.0,1090.0,660.0,350.0,435.0,455.0,2,,Expert,IEEEP1_25
172,1081.151,949.071,1055.497,665.48,347.472,424.688,445.262,1,,SS20,IEEEP1_25
173,1086.104,948.69,1071.88,668.02,346.964,429.641,453.136,2,,SS20,IEEEP1_25
174,1140.0,1075.0,1210.0,725.0,390.0,375.0,430.0,1,,Expert,IEEEP1_26
175,1150.0,1055.0,1220.0,755.0,390.0,370.0,430.0,2,,Expert,IEEEP1_26
176,1140.0,1065.0,1385.0,740.0,435.0,400.0,400.0,1,,Expert,IEEEP1_27
177,1135.0,1080.0,1355.0,740.0,430.0,405.0,400.0,2,,Expert,IEEEP1_27
178,1145.54,1152.906,1392.428,757.682,440.436,421.386,401.447,1,,SS20,IEEEP1_27
179,1169.035,1140.079,1383.411,760.095,438.404,424.307,402.082,2,,SS20,IEEEP1_27
180,870.0,740.0,970.0,550.0,270.0,315.0,410.0,1,,Expert,IEEEP1_28
181,865.0,695.0,965.0,540.0,280.0,310.0,390.0,2,,Expert,IEEEP1_28
182,864.743,692.785,965.073,546.608,269.24,298.704,412.369,1,,SS20,IEEEP1_28
183,869.315,693.293,963.295,552.196,274.574,300.228,413.131,2,,SS20,IEEEP1_28
184,930.0,855.0,1060.0,640.0,305.0,350.0,400.0,1,,Expert,IEEEP1_29
