Measuring station manager;Measuring station;Processor;Processing date;Subject;Phase;repetition no.;Neck girth;Back neck point to waist;Upper arm girth R;Upper arm girth L;Back neck point to wrist R;Back neck point to wrist L;Across back shoulder width;Bust girth;Waist girth;Hip girth;Thigh girth R;Thigh girth L;Total crotch length;Inside leg height;Lowaist;error
Expert measurer 4;Expert measurer 4;;20181130;IEEEP1_34;1;1;325;385;267.5;;715;;395;852.5;715;940;565;;640;725;;
Expert measurer 4;Expert measurer 4;;20181130;IEEEP1_34;1;2;320;400;265;;715;;400;860;715;940;555;;635;715;;
Expert measurer 4;Expert measurer 4;;20181130;IEEEP1_35;1;1;490;450;340;;810;;480;1170;1080;1075;640;;840;695;;
Expert measurer 4;Expert measurer 4;;20181130;IEEEP1_35;1;2;490;435;360;;805;;485;1180;1065;1085;615;;810;690;;
Expert measurer 4;Expert measurer 4;;20181130;IEEEP1_36;1;1;345;440;270;;800;;425;840;795;1000;630;;700;800;;
Expert measurer 4;Expert measurer 4;;20181130;IEEEP1_36;1;2;340;440;270;;785;;420;862.5;800;1010;620;;700;802.5;;
Expert measurer 4;Expert measurer 4;;20181130;IEEEP1_37;1;1;395;440;340;;875;;495;1100;990;1055;625;;790;810;;
Expert measurer 4;Expert measurer 4;;20181130;IEEEP1_37;1;2;405;445;340;;875;;495;1095;1000;1065;625;;770;800;;
Expert measurer 4;Expert measurer 4;;20181130;IEEEP1_38;1;1;390;437.5;390;;750;;430;1227.5;1080;1210;735;;780;715;;
Expert measurer 4;Expert measurer 4;;20181130;IEEEP1_38;1;2;390;430;362.5;;750;;415;1210;1090;1170;735;;785;720;;
Expert measurer 4;Expert measurer 4;;20181130;IEEEP1_39;1;1;350;400;345;;800;;401;1110;1040;1170;700;;770;770;;
Expert measurer 4;Expert measurer 4;;20181130;IEEEP1_39;1;2;350;415;330;;785;;410;1100;1100;1170;705;;715;780;;
Expert measurer 4;Expert measurer 4;;20181130;IEEEP1_40;1;1;312.5;380;260;;745;;420;920;750;955;560;;660;740;;
Expert measurer 4;Expert measurer 4;;20181130;IEEEP1_40;1;2;315;375;;;745;;417.5;900;740;960;580;;670;740;;
Expert measurer 4;Expert measurer 4;;20181130;IEEEP1_41;1;1;305;405;300;;770;;390;865;720;1095;645;;730;765;;
Expert measurer 4;Expert measurer 4;;20181130;IEEEP1_41;1;2;305;405;295;;755;;390;850;745;1090;647.5;;710;765;;
Expert measurer 4;Expert measurer 4;;20181130;IEEEP1_42;1;1;335;435;280;;775;;425;1065;905;1070;615;;715;715;;
Expert measurer 4;Expert measurer 4;;20181130;IEEEP1_42;1;2;350;455;290;;765;;415;1080;895;1080;615;;720;710;;
Expert measurer 4;Expert measurer 4;;20181130;IEEEP1_43;1;1;300;390;215;;765;;380;810;625;870;500;;660;750;;
Expert measurer 4;Expert measurer 4;;20181130;IEEEP1_43;1;2;300;390;215;;755;;392.5;805;655;875;500;;650;735;;
Expert measurer 4;Expert measurer 4;;20181130;IEEEP1_44;1;1;325;405;270;;715;;410;915;762.5;972.5;575;;687.5;700;;
Expert measurer 4;Expert measurer 4;;20181130;IEEEP1_44;1;2;322.5;415;277.5;;730;;412.5;915;767.5;975;585;;692.8;700;;
Expert measurer 4;Expert measurer 4;;20181130;IEEEP1_45;1;1;355;470;280;;790;;440;945;780;905;530;;735;770;;
Expert measurer 4;Expert measurer 4;;20181130;IEEEP1_45;1;2;355;455;290;;805;;440;950;780;910;515;;735;785;;
Expert measurer 4;Expert measurer 4;;20181130;IEEEP1_47;1;1;370;450;285;;815;;485;950;845;945;515;;730;760;;
Expert measurer 4;Expert measurer 4;;20181130;IEEEP1_47;1;2;370;460;280;;820;;482.5;940;840;940;510;;720;760;;
Expert measurer 4;Expert measurer 4;;20181130;IEEEP1_48;1;1;380;470;350;;815;;470;1000;810;940;575;;660;740;;
Expert measurer 4;Expert measurer 4;;20181130;IEEEP1_48;1;2;385;470;345;;820;;465;1000;805;960;575;;615;740;;
Expert measurer 4;Expert measurer 4;;20181130;IEEEP1_49;1;1;355;470;280;;790;;440;945;780;905;530;;735;770;;
Expert measurer 4;Expert measurer 4;;20181130;IEEEP1_49;1;2;355;455;290;;805;;440;950;780;910;515;;735;785;;
Expert measurer 4;Expert measurer 4;;20181130;IEEEP1_50;1;1;305;370;260;;695;;375;855;725;895;540;;620;715;;
Expert measurer 4;Expert measurer 4;;20181130;IEEEP1_50;1;2;305;390;260;;685;;380;860;765;920;540;;610;710;;
Expert measurer 4;Expert measurer 4;;20181130;IEEEP1_51;1;1;385;415;285;;850;;470;1055;910;1040;630;;715;840;;
Expert measurer 4;Expert measurer 4;;20181130;IEEEP1_51;1;2;375;420;295;;840;;457.5;1060;905;1035;615;;720;840;;
Expert measurer 4;Expert measurer 4;;20181130;IEEEP1_52;1;1;335;365;235;;760;;425;810;680;805;425;;660;740;;
Expert measurer 4;Expert measurer 4;;20181130;IEEEP1_52;1;2;340;365;220;;765;;405;790;670;805;425;;660;740;;
Expert measurer 4;Expert measurer 4;;20181130;IEEEP1_53;1;1;320;390;255;;745;;400;810;745;915;550;;660;730;;
Expert measurer 4;Expert measurer 4;;20181130;IEEEP1_53;1;2;320;400;260;;740;;395;840;730;910;555;;665;730;;
Expert measurer 4;Expert measurer 4;;20181130;IEEEP1_54;1;1;360;430;320;;790;;415;1040;865;1115;680;;715;765;;
Expert measurer 4;Expert measurer 4;;20181130;IEEEP1_54;1;2;360;445;320;;775;;415;1020;865;1120;665;;720;760;;
Expert measurer 4;Expert measurer 4;;20181130;IEEEP1_55;1;1;395;440;335;;825;;487.5;1000;820;1025;630;;660;760;;
Expert measurer 4;Expert measurer 4;;20181130;IEEEP1_55;1;2;390;425;330;;810;;470;1005;815;990;635;;760;750;;
Expert measurer 4;Expert measurer 4;;20181130;IEEEP1_56;1;1;410;457.5;300;;810;;475;1035;870;960;560;;660;765;;
Expert measurer 4;Expert measurer 4;;20181130;IEEEP1_56;1;2;400;440;295;;820;;457.5;1025;865;950;560;;670;765;;
Expert measurer 4;Expert measurer 4;;20181130;IEEEP1_57;1;1;460;457.5;370;;815;;450;1225;1185;1185;690;;880;760;;
Expert measurer 4;Expert measurer 4;;20181130;IEEEP1_57;1;2;460;455;380;;805;;440;1242.5;1155;1180;700;;870;765;;
Expert measurer 4;Expert measurer 4;;20181130;IEEEP1_58;1;1;345;437.5;290;;795;;410;900;805;1000;585;;660;810;;
Expert measurer 4;Expert measurer 4;;20181130;IEEEP1_58;1;2;335;440;285;;800;;415;890;800;1000;580;;670;810;;
Expert measurer 4;Expert measurer 4;;20181130;IEEEP1_59;1;1;330;442.5;275;;815;;430;960;800;960;570;;660;625;;
Expert measurer 4;Expert measurer 4;;20181130;IEEEP1_59;1;2;330;435;275;;815;;410;935;785;980;580;;700;825;;
Expert measurer 4;Expert measurer 4;;20181130;IEEEP1_73;1;1;375;435;320;;740;;437.5;1175;1045;1115;690;;780;735;;
Expert measurer 4;Expert measurer 4;;20181130;IEEEP1_73;1;2;370;410;330;;745;;435;1175;1055;1120;640;;790;720;;
Expert measurer 4;Expert measurer 4;;20181130;IEEEP1_74;1;1;305;400;272.5;;695;;360;847.5;750;1020;602.5;;655;702.5;;
Expert measurer 4;Expert measurer 4;;20181130;IEEEP1_74;1;2;305;415;277.5;;705;;365;847.5;740;1020;605;;645;700;;
Expert measurer 4;Expert measurer 4;;20181130;IEEEP1_75;1;1;310;395;250;;710;;405;815;685;895;525;;615;710;;
Expert measurer 4;Expert measurer 4;;20181130;IEEEP1_75;1;2;305;390;260;;695;;400;815;690;890;530;;630;710;;
Expert measurer 4;Expert measurer 4;;20181130;IEEEP1_76;1;1;335;402.5;360;;745;;445;1020;870;1150;710;;735;735;;
Expert measurer 4;Expert measurer 4;;20181130;IEEEP1_76;1;2;340;405;370;;770;;440;1015;895;1145;710;;735;740;;
Expert measurer 4;Expert measurer 4;;20181130;IEEEP1_77;1;1;312.5;410;285;;795;;427.5;855;770;1010;585;;665;785;;
Expert measurer 4;Expert measurer 4;;20181130;IEEEP1_77;1;2;310;405;285;;800;;420;885;765;1020;590;;660;780;;
Expert measurer 4;Expert measurer 4;;20181130;IEEEP1_78;1;1;345;405;295;;815;;412.5;965;880;1040;635;;715;845;;
Expert measurer 4;Expert measurer 4;;20181130;IEEEP1_78;1;2;345;410;285;;815;;420;975;930;1060;635;;710;840;;
Expert measurer 4;Expert measurer 4;;20181130;IEEEP1_79;1;1;380;440;305;;850;;455;970;915;970;550;;780;805;;
Expert measurer 4;Expert measurer 4;;20181130;IEEEP1_79;1;2;380;430;305;;825;;455;1000;915;965;550;;760;805;;
Expert measurer 4;Expert measurer 4;;20181130;IEEEP1_84;1;1;370;440;335;;815;;415;1170;1035;1160;680;;740;790;;
Expert measurer 4;Expert measurer 4;;20181130;IEEEP1_84;1;2;370;435;315;;810;;415;1170;1050;1170;675;;740;785;;
Expert measurer 4;Expert measurer 4;;20181130;IEEEP1_86;1;1;350;435;300;;765;;397.5;920;850;1080;635;;770;795;;
Expert measurer 4;Expert measurer 4;;20181130;IEEEP1_86;1;2;360;430;290;;760;;380;915;860;1100;640;;760;780;;
Expert measurer 4;Expert measurer 4;;20181130;IEEEP1_87;1;1;400;500;350;;845;;465;1010;815;960;555;;720;825;;
Expert measurer 4;Expert measurer 4;;20181130;IEEEP1_87;1;2;395;460;355;;855;;460;935;800;970;552.5;;760;820;;
Expert measurer 4;Expert measurer 4;;20181130;IEEEP1_88;1;1;315;405;280;;745;;390;870;755;980;580;;660;750;;
Expert measurer 4;Expert measurer 4;;20181130;IEEEP1_88;1;2;310;405;280;;745;;390;860;770;990;590;;660;740;;
Expert measurer 4;Expert measurer 4;;20181130;IEEEP1_89;1;1;435;440;350;;865;;450;1195;1085;1075;630;;830;810;;
Expert measurer 4;Expert measurer 4;;20181130;IEEEP1_89;1;2;435;460;340;;860;;450;1190;1085;1095;630;;830;810;;
Expert measurer 4;Expert measurer 4;;20181130;IEEEP1_90;1;1;345;410;275;;750;;380;1035;845;960;580;;700;730;;
Expert measurer 4;Expert measurer 4;;20181130;IEEEP1_90;1;2;340;410;280;;770;;370;1010;840;960;575;;695;730;;
HumanSolutions;Vitus;HumanSolutions;20181130;IEEEP1_05;1;1;328.0;418.0;309.0;;753.0;;396.0;934.0;845.0;1071.0;640.0;;770.0;741.0;;
HumanSolutions;Vitus;HumanSolutions;20181130;IEEEP1_05;1;2;329.0;412.0;313.0;;754.0;;395.0;929.0;843.0;1071.0;636.0;;778.0;738.0;;
HumanSolutions;Vitus;HumanSolutions;20181130;IEEEP1_12;1;1;287.0;376.0;253.0;;754.0;;364.0;800.0;634.0;944.0;528.0;;743.0;750.0;;
HumanSolutions;Vitus;HumanSolutions;20181130;IEEEP1_12;1;2;288.0;375.0;251.0;;755.0;;368.0;800.0;641.0;952.0;521.0;;744.0;738.0;;
HumanSolutions;Vitus;HumanSolutions;20181130;IEEEP1_13;1;1;324.0;425.0;279.0;;770.0;;387.0;904.0;747.0;1038.0;578.0;;757.0;765.0;;
HumanSolutions;Vitus;HumanSolutions;20181130;IEEEP1_13;1;2;327.0;420.0;285.0;;752.0;;391.0;913.0;744.0;1042.0;576.0;;762.0;765.0;;
HumanSolutions;Vitus;HumanSolutions;20181130;IEEEP1_14;1;1;364.0;417.0;306.0;;803.0;;433.0;1104.0;965.0;1050.0;636.0;;789.0;763.0;;
HumanSolutions;Vitus;HumanSolutions;20181130;IEEEP1_14;1;2;367.0;415.0;308.0;;797.0;;435.0;1093.0;979.0;1055.0;636.0;;784.0;761.0;;
HumanSolutions;Vitus;HumanSolutions;20181130;IEEEP1_15;1;1;386.0;430.0;330.0;;847.0;;458.0;1019.0;897.0;1045.0;586.0;;869.0;755.0;;
HumanSolutions;Vitus;HumanSolutions;20181130;IEEEP1_15;1;2;386.0;434.0;337.0;;851.0;;455.0;1007.0;905.0;1047.0;583.0;;875.0;749.0;;
HumanSolutions;Vitus;HumanSolutions;20181130;IEEEP1_17;1;1;425.0;448.0;340.0;;865.0;;437.0;1159.0;1045.0;1114.0;630.0;;939.0;784.0;;
HumanSolutions;Vitus;HumanSolutions;20181130;IEEEP1_17;1;2;416.0;438.0;334.0;;883.0;;450.0;1185.0;1038.0;1119.0;627.0;;940.0;778.0;;
HumanSolutions;Vitus;HumanSolutions;20181130;IEEEP1_18;1;1;384.0;409.0;303.0;;741.0;;428.0;915.0;779.0;1003.0;568.0;;860.0;693.0;;
HumanSolutions;Vitus;HumanSolutions;20181130;IEEEP1_18;1;2;384.0;407.0;299.0;;738.0;;419.0;940.0;785.0;1012.0;565.0;;848.0;691.0;;
HumanSolutions;Vitus;HumanSolutions;20181130;IEEEP1_19;1;1;310.0;387.0;264.0;;795.0;;392.0;904.0;764.0;959.0;523.0;;726.0;825.0;;
HumanSolutions;Vitus;HumanSolutions;20181130;IEEEP1_19;1;2;309.0;386.0;261.0;;801.0;;396.0;907.0;765.0;955.0;526.0;;726.0;829.0;;
HumanSolutions;Vitus;HumanSolutions;20181130;IEEEP1_20;1;1;407.0;451.0;310.0;;858.0;;424.0;1022.0;964.0;1030.0;554.0;;845.0;842.0;;
HumanSolutions;Vitus;HumanSolutions;20181130;IEEEP1_20;1;2;404.0;448.0;296.0;;861.0;;440.0;1033.0;962.0;1031.0;553.0;;848.0;840.0;;
HumanSolutions;Vitus;HumanSolutions;20181130;IEEEP1_21;1;1;431.0;390.0;355.0;;797.0;;503.0;1393.0;1191.0;1323.0;706.0;;978.0;764.0;;
HumanSolutions;Vitus;HumanSolutions;20181130;IEEEP1_21;1;2;425.0;382.0;345.0;;793.0;;495.0;1391.0;1190.0;1331.0;706.0;;989.0;764.0;;
HumanSolutions;Vitus;HumanSolutions;20181130;IEEEP1_22;1;1;391.0;427.0;321.0;;822.0;;457.0;1042.0;893.0;1080.0;592.0;;855.0;747.0;;
HumanSolutions;Vitus;HumanSolutions;20181130;IEEEP1_22;1;2;387.0;413.0;324.0;;815.0;;461.0;1051.0;899.0;1058.0;586.0;;875.0;741.0;;
HumanSolutions;Vitus;HumanSolutions;20181130;IEEEP1_23;1;1;301.0;351.0;267.0;;739.0;;386.0;827.0;707.0;945.0;530.0;;736.0;702.0;;
HumanSolutions;Vitus;HumanSolutions;20181130;IEEEP1_23;1;2;303.0;351.0;259.0;;726.0;;388.0;820.0;718.0;942.0;543.0;;720.0;721.0;;
HumanSolutions;Vitus;HumanSolutions;20181130;IEEEP1_24;1;1;311.0;384.0;283.0;;742.0;;374.0;856.0;699.0;1018.0;599.0;;809.0;734.0;;
HumanSolutions;Vitus;HumanSolutions;20181130;IEEEP1_24;1;2;315.0;390.0;275.0;;748.0;;375.0;843.0;721.0;1021.0;599.0;;793.0;734.0;;
HumanSolutions;Vitus;HumanSolutions;20181130;IEEEP1_25;1;1;418.0;450.0;349.0;;861.0;;438.0;1077.0;954.0;1090.0;656.0;;868.0;844.0;;
HumanSolutions;Vitus;HumanSolutions;20181130;IEEEP1_25;1;2;416.0;451.0;354.0;;864.0;;440.0;1075.0;958.0;1091.0;657.0;;860.0;847.0;;
HumanSolutions;Vitus;HumanSolutions;20181130;IEEEP1_26;1;1;385.0;425.0;383.0;;790.0;;453.0;1101.0;1087.0;1218.0;692.0;;830.0;726.0;;
HumanSolutions;Vitus;HumanSolutions;20181130;IEEEP1_26;1;2;374.0;418.0;375.0;;794.0;;456.0;1105.0;1080.0;1213.0;685.0;;833.0;728.0;;
HumanSolutions;Vitus;HumanSolutions;20181130;IEEEP1_27;1;1;425.0;425.0;398.0;;818.0;;456.0;1160.0;1083.0;1372.0;737.0;;943.0;683.0;;
HumanSolutions;Vitus;HumanSolutions;20181130;IEEEP1_27;1;2;426.0;432.0;395.0;;819.0;;447.0;1182.0;1109.0;1381.0;747.0;;931.0;686.0;;
HumanSolutions;Vitus;HumanSolutions;20181130;IEEEP1_28;1;1;299.0;390.0;255.0;;742.0;;388.0;872.0;675.0;966.0;546.0;;725.0;769.0;;
HumanSolutions;Vitus;HumanSolutions;20181130;IEEEP1_28;1;2;296.0;395.0;252.0;;734.0;;380.0;865.0;668.0;958.0;550.0;;714.0;769.0;;
HumanSolutions;Vitus;HumanSolutions;20181130;IEEEP1_29;1;1;332.0;407.0;313.0;;854.0;;443.0;982.0;844.0;1051.0;642.0;;826.0;855.0;;
HumanSolutions;Vitus;HumanSolutions;20181130;IEEEP1_29;1;2;331.0;411.0;341.0;;845.0;;431.0;971.0;855.0;1051.0;629.0;;852.0;850.0;;
HumanSolutions;Vitus;HumanSolutions;20181130;IEEEP1_31;1;1;375.0;445.0;294.0;;844.0;;410.0;1060.0;927.0;991.0;555.0;;867.0;782.0;;
HumanSolutions;Vitus;HumanSolutions;20181130;IEEEP1_31;1;2;380.0;449.0;294.0;;829.0;;404.0;1052.0;936.0;979.0;556.0;;866.0;785.0;;
HumanSolutions;Vitus;HumanSolutions;20181130;IEEEP1_32;1;1;395.0;429.0;288.0;;777.0;;427.0;1136.0;1104.0;1191.0;694.0;;830.0;758.0;;
HumanSolutions;Vitus;HumanSolutions;20181130;IEEEP1_32;1;2;397.0;420.0;289.0;;785.0;;468.0;1133.0;1088.0;1185.0;690.0;;831.0;756.0;;
HumanSolutions;Vitus;HumanSolutions;20181130;IEEEP1_33;1;1;306.0;406.0;232.0;;783.0;;355.0;837.0;661.0;894.0;497.0;;727.0;818.0;;
HumanSolutions;Vitus;HumanSolutions;20181130;IEEEP1_33;1;2;304.0;397.0;236.0;;780.0;;361.0;835.0;656.0;893.0;502.0;;725.0;825.0;;
HumanSolutions;Vitus;HumanSolutions;20181130;IEEEP1_34;1;1;310.0;361.0;262.0;;715.0;;376.0;857.0;692.0;942.0;538.0;;710.0;702.0;;
HumanSolutions;Vitus;HumanSolutions;20181130;IEEEP1_34;1;2;307.0;359.0;264.0;;715.0;;383.0;858.0;688.0;941.0;539.0;;714.0;709.0;;
HumanSolutions;Vitus;HumanSolutions;20181130;IEEEP1_35;1;1;506.0;401.0;310.0;;809.0;;471.0;1221.0;1099.0;1080.0;591.0;;937.0;703.0;;
HumanSolutions;Vitus;HumanSolutions;20181130;IEEEP1_35;1;2;507.0;402.0;313.0;;810.0;;472.0;1222.0;1086.0;1090.0;591.0;;944.0;703.0;;
HumanSolutions;Vitus;HumanSolutions;20181130;IEEEP1_36;1;1;334.0;387.0;266.0;;789.0;;370.0;863.0;752.0;1003.0;610.0;;801.0;794.0;;
HumanSolutions;Vitus;HumanSolutions;20181130;IEEEP1_36;1;2;336.0;399.0;267.0;;787.0;;378.0;858.0;754.0;990.0;605.0;;798.0;790.0;;
HumanSolutions;Vitus;HumanSolutions;20181130;IEEEP1_37;1;1;390.0;417.0;329.0;;886.0;;455.0;1118.0;958.0;1068.0;600.0;;869.0;805.0;;
HumanSolutions;Vitus;HumanSolutions;20181130;IEEEP1_37;1;2;389.0;418.0;331.0;;892.0;;448.0;1111.0;969.0;1063.0;601.0;;877.0;807.0;;
HumanSolutions;Vitus;HumanSolutions;20181130;IEEEP1_38;1;1;388.0;404.0;325.0;;801.0;;453.0;1189.0;1081.0;1194.0;710.0;;862.0;716.0;;
HumanSolutions;Vitus;HumanSolutions;20181130;IEEEP1_38;1;2;393.0;412.0;328.0;;777.0;;453.0;1190.0;1083.0;1197.0;709.0;;852.0;717.0;;
HumanSolutions;Vitus;HumanSolutions;20181130;IEEEP1_39;1;1;342.0;396.0;285.0;;805.0;;436.0;1114.0;1064.0;1195.0;659.0;;766.0;771.0;;
HumanSolutions;Vitus;HumanSolutions;20181130;IEEEP1_39;1;2;356.0;385.0;295.0;;802.0;;436.0;1109.0;1063.0;1189.0;659.0;;768.0;769.0;;
HumanSolutions;Vitus;HumanSolutions;20181130;IEEEP1_40;1;1;304.0;357.0;255.0;;758.0;;383.0;909.0;716.0;969.0;553.0;;708.0;749.0;;
HumanSolutions;Vitus;HumanSolutions;20181130;IEEEP1_40;1;2;301.0;349.0;250.0;;752.0;;405.0;906.0;719.0;967.0;548.0;;741.0;743.0;;
HumanSolutions;Vitus;HumanSolutions;20181130;IEEEP1_41;1;1;297.0;372.0;293.0;;753.0;;389.0;799.0;694.0;1074.0;623.0;;820.0;750.0;;
HumanSolutions;Vitus;HumanSolutions;20181130;IEEEP1_41;1;2;296.0;372.0;295.0;;756.0;;393.0;792.0;696.0;1066.0;620.0;;834.0;746.0;;
HumanSolutions;Vitus;HumanSolutions;20181130;IEEEP1_42;1;1;342.0;398.0;270.0;;761.0;;398.0;1016.0;861.0;1066.0;608.0;;801.0;722.0;;
HumanSolutions;Vitus;HumanSolutions;20181130;IEEEP1_42;1;2;337.0;390.0;288.0;;766.0;;407.0;1036.0;857.0;1067.0;607.0;;799.0;718.0;;
HumanSolutions;Vitus;HumanSolutions;20181130;IEEEP1_43;1;1;285.0;375.0;215.0;;751.0;;400.0;757.0;629.0;893.0;485.0;;733.0;730.0;;
HumanSolutions;Vitus;HumanSolutions;20181130;IEEEP1_43;1;2;287.0;380.0;215.0;;749.0;;393.0;759.0;624.0;891.0;481.0;;726.0;727.0;;
HumanSolutions;Vitus;HumanSolutions;20181130;IEEEP1_44;1;1;330.0;390.0;274.0;;752.0;;385.0;911.0;757.0;985.0;563.0;;780.0;699.0;;
HumanSolutions;Vitus;HumanSolutions;20181130;IEEEP1_44;1;2;322.0;393.0;275.0;;751.0;;403.0;916.0;749.0;981.0;563.0;;774.0;698.0;;
HumanSolutions;Vitus;HumanSolutions;20181130;IEEEP1_45;1;1;469.0;417.0;288.0;;852.0;;441.0;1201.0;1164.0;1038.0;522.0;;1022.0;729.0;;
HumanSolutions;Vitus;HumanSolutions;20181130;IEEEP1_45;1;2;495.0;422.0;297.0;;843.0;;489.0;1161.0;1160.0;1042.0;537.0;;1017.0;746.0;;
HumanSolutions;Vitus;HumanSolutions;20181130;IEEEP1_47;1;1;364.0;404.0;256.0;;809.0;;415.0;956.0;837.0;956.0;533.0;;797.0;788.0;;
HumanSolutions;Vitus;HumanSolutions;20181130;IEEEP1_47;1;2;366.0;402.0;261.0;;813.0;;429.0;956.0;841.0;953.0;525.0;;808.0;774.0;;
HumanSolutions;Vitus;HumanSolutions;20181130;IEEEP1_48;1;1;370.0;399.0;352.0;;805.0;;422.0;1026.0;816.0;949.0;570.0;;799.0;735.0;;
HumanSolutions;Vitus;HumanSolutions;20181130;IEEEP1_48;1;2;376.0;392.0;333.0;;799.0;;430.0;1010.0;833.0;951.0;569.0;;796.0;730.0;;
HumanSolutions;Vitus;HumanSolutions;20181130;IEEEP1_49;1;1;352.0;470.0;293.0;;801.0;;389.0;677.0;795.0;919.0;503.0;;811.0;745.0;;
HumanSolutions;Vitus;HumanSolutions;20181130;IEEEP1_49;1;2;367.0;437.0;280.0;;806.0;;397.0;949.0;773.0;917.0;505.0;;857.0;750.0;;
HumanSolutions;Vitus;HumanSolutions;20181130;IEEEP1_74;1;1;304.0;390.0;287.0;;727.0;;370.0;881.0;751.0;1031.0;578.0;;746.0;705.0;;
HumanSolutions;Vitus;HumanSolutions;20181130;IEEEP1_74;1;2;304.0;388.0;285.0;;719.0;;377.0;854.0;727.0;1020.0;580.0;;724.0;707.0;;
HumanSolutions;Vitus;HumanSolutions;20181130;IEEEP1_75;1;1;297.0;373.0;258.0;;708.0;;366.0;810.0;641.0;897.0;523.0;;704.0;725.0;;
HumanSolutions;Vitus;HumanSolutions;20181130;IEEEP1_75;1;2;299.0;372.0;267.0;;699.0;;369.0;820.0;653.0;896.0;523.0;;708.0;723.0;;
HumanSolutions;Vitus;HumanSolutions;20181130;IEEEP1_76;1;1;340.0;385.0;306.0;;753.0;;399.0;1075.0;851.0;1185.0;684.0;;835.0;722.0;;
HumanSolutions;Vitus;HumanSolutions;20181130;IEEEP1_76;1;2;338.0;368.0;330.0;;757.0;;444.0;1055.0;845.0;1182.0;681.0;;850.0;718.0;;
HumanSolutions;Vitus;HumanSolutions;20181130;IEEEP1_77;1;1;306.0;397.0;288.0;;784.0;;413.0;869.0;740.0;1007.0;578.0;;737.0;801.0;;
HumanSolutions;Vitus;HumanSolutions;20181130;IEEEP1_77;1;2;303.0;392.0;286.0;;792.0;;413.0;860.0;733.0;1003.0;578.0;;748.0;798.0;;
HumanSolutions;Vitus;HumanSolutions;20181130;IEEEP1_78;1;1;330.0;406.0;282.0;;799.0;;413.0;969.0;946.0;1069.0;637.0;;731.0;847.0;;
HumanSolutions;Vitus;HumanSolutions;20181130;IEEEP1_78;1;2;333.0;412.0;283.0;;807.0;;403.0;962.0;897.0;1063.0;630.0;;743.0;838.0;;
HumanSolutions;Vitus;HumanSolutions;20181130;IEEEP1_79;1;1;380.0;409.0;311.0;;844.0;;428.0;1014.0;903.0;974.0;544.0;;822.0;800.0;;
HumanSolutions;Vitus;HumanSolutions;20181130;IEEEP1_79;1;2;384.0;411.0;312.0;;837.0;;425.0;998.0;904.0;976.0;544.0;;823.0;799.0;;
HumanSolutions;Vitus;HumanSolutions;20181130;IEEEP1_50;1;1;299.0;374.0;256.0;;709.0;;379.0;815.0;726.0;957.0;537.0;;702.0;715.0;;
HumanSolutions;Vitus;HumanSolutions;20181130;IEEEP1_50;1;2;301.0;381.0;259.0;;715.0;;374.0;810.0;735.0;964.0;539.0;;693.0;716.0;;
HumanSolutions;Vitus;HumanSolutions;20181130;IEEEP1_51;1;1;381.0;422.0;299.0;;826.0;;439.0;1055.0;909.0;1035.0;597.0;;757.0;843.0;;
HumanSolutions;Vitus;HumanSolutions;20181130;IEEEP1_51;1;2;381.0;407.0;300.0;;831.0;;434.0;1047.0;910.0;1035.0;602.0;;763.0;847.0;;
HumanSolutions;Vitus;HumanSolutions;20181130;IEEEP1_52;1;1;334.0;381.0;225.0;;761.0;;387.0;804.0;688.0;835.0;399.0;;740.0;703.0;;
HumanSolutions;Vitus;HumanSolutions;20181130;IEEEP1_52;1;2;331.0;384.0;223.0;;758.0;;383.0;797.0;692.0;839.0;397.0;;748.0;700.0;;
HumanSolutions;Vitus;HumanSolutions;20181130;IEEEP1_53;1;1;314.0;397.0;262.0;;758.0;;378.0;801.0;735.0;939.0;521.0;;701.0;713.0;;
HumanSolutions;Vitus;HumanSolutions;20181130;IEEEP1_53;1;2;321.0;383.0;266.0;;761.0;;394.0;813.0;731.0;933.0;523.0;;704.0;712.0;;
HumanSolutions;Vitus;HumanSolutions;20181130;IEEEP1_86;1;1;346.0;436.0;292.0;;772.0;;382.0;920.0;876.0;1100.0;616.0;;793.0;778.0;;
HumanSolutions;Vitus;HumanSolutions;20181130;IEEEP1_86;1;2;349.0;437.0;292.0;;764.0;;392.0;923.0;878.0;1107.0;613.0;;795.0;775.0;;
HumanSolutions;Vitus;HumanSolutions;20181130;IEEEP1_87;1;1;399.0;457.0;322.0;;878.0;;433.0;978.0;813.0;967.0;549.0;;844.0;832.0;;
HumanSolutions;Vitus;HumanSolutions;20181130;IEEEP1_87;1;2;405.0;455.0;325.0;;876.0;;428.0;976.0;810.0;966.0;550.0;;842.0;835.0;;
HumanSolutions;Vitus;HumanSolutions;20181130;IEEEP1_88;1;1;309.0;373.0;282.0;;742.0;;386.0;836.0;719.0;1021.0;573.0;;732.0;741.0;;
HumanSolutions;Vitus;HumanSolutions;20181130;IEEEP1_88;1;2;311.0;370.0;286.0;;730.0;;394.0;837.0;725.0;1022.0;570.0;;738.0;734.0;;
HumanSolutions;Vitus;HumanSolutions;20181130;IEEEP1_30;1;1;342.0;435.0;285.0;;748.0;;458.0;1014.0;891.0;1059.0;580.0;;737.0;721.0;;
HumanSolutions;Vitus;HumanSolutions;20181130;IEEEP1_30;1;2;347.0;427.0;280.0;;750.0;;442.0;1018.0;896.0;1054.0;580.0;;740.0;722.0;;
