Measuring station manager;Measuring station;Processor;Processing date;Subject;Phase;repetition no.;Neck girth;Back neck point to waist;Upper arm girth R;Upper arm girth L;Back neck point to wrist R;Back neck point to wrist L;Across back shoulder width;Bust girth;Waist girth;Hip girth;Thigh girth R;Thigh girth L;Total crotch length;Inside leg height;Lowaist;error
Expert measurer 2;Expert measurer 2;;20181130;IEEEP1_59;1;1;327.5;405;265;;780;;415;920;760;985;577.5;;715;820;;
Expert measurer 2;Expert measurer 2;;20181130;IEEEP1_59;1;2;330;395;265;;775;;425;930;755;990;575;;715;810;;
Expert measurer 2;Expert measurer 2;;20181130;IEEEP1_73;1;1;372.5;415;310;;722.5;;420;1190;1025;1140;660;;790;720;;
Expert measurer 2;Expert measurer 2;;20181130;IEEEP1_73;1;2;370;395;325;;725;;420;1185;1002.5;1150;680;;805;700;;
Expert measurer 2;Expert measurer 2;;20181130;IEEEP1_74;1;1;307.5;380;277.5;;675;;350;850;742.5;1025;595;;680;715;;
Expert measurer 2;Expert measurer 2;;20181130;IEEEP1_74;1;2;317.5;385;280;;705;;365;850;707.5;1040;602.5;;665;710;;
Expert measurer 2;Expert measurer 2;;20181130;IEEEP1_75;1;1;310;385;260;;700;;382.5;820;680;890;530;;635;725;;
Expert measurer 2;Expert measurer 2;;20181130;IEEEP1_75;1;2;307.5;365;250;;700;;382.5;830;685;895;525;;642.5;715;;
Expert measurer 2;Expert measurer 2;;20181130;IEEEP1_76;1;1;335;375;360;;735;;425;1025;885;1150;710;;750;715;;
Expert measurer 2;Expert measurer 2;;20181130;IEEEP1_76;1;2;340;395;360;;730;;410;1020;880;1155;710;;740;715;;
Expert measurer 2;Expert measurer 2;;20181130;IEEEP1_77;1;1;315;405;285;;765;;402.5;850;770;997.5;585;;660;792.5;;
Expert measurer 2;Expert measurer 2;;20181130;IEEEP1_77;1;2;315;412.5;290;;765;;405;855;765;1000;580;;670;790;;
Expert measurer 2;Expert measurer 2;;20181130;IEEEP1_78;1;1;332.5;405;280;;785;;405;970;890;1060;645;;695;830;;
Expert measurer 2;Expert measurer 2;;20181130;IEEEP1_78;1;2;337.5;405;275;;785;;415;967.5;900;1060;625;;690;840;;
Expert measurer 2;Expert measurer 2;;20181130;IEEEP1_79;1;1;375;412.5;307.5;;840;;440;990;900;967.5;555;;770;805;;
Expert measurer 2;Expert measurer 2;;20181130;IEEEP1_79;1;2;375;442.5;345;;840;;420;1000;915;975;560;;745;805;;
Expert measurer 2;Expert measurer 2;;20181130;IEEEP1_84;1;1;365;390;327.5;;795;;430;1170;1015;1150;690;;820;780;;
Expert measurer 2;Expert measurer 2;;20181130;IEEEP1_84;1;2;365;380;325;;785;;430;1170;1000;1160;690;;830;780;;
Expert measurer 2;Expert measurer 2;;20181130;IEEEP1_86;1;1;345;407.5;300;;745;;375;920;865;1105;635;;750;765;;
Expert measurer 2;Expert measurer 2;;20181130;IEEEP1_86;1;2;347.5;415;292.5;;735;;360;915;870;1105;637.5;;745;770;;
Expert measurer 2;Expert measurer 2;;20181130;IEEEP1_87;1;1;390;455;350;;840;;430;980;800;960;552.5;;770;850;;
Expert measurer 2;Expert measurer 2;;20181130;IEEEP1_87;1;2;395;460;345;;840;;430;990;810;965;555;;750;850;;
Expert measurer 2;Expert measurer 2;;20181130;IEEEP1_88;1;1;307.5;380;282.5;;715;;375;865;730;990;590;;680;750;;
Expert measurer 2;Expert measurer 2;;20181130;IEEEP1_88;1;2;315;390;280;;720;;372.5;860;750;995;585;;660;740;;
Expert measurer 2;Expert measurer 2;;20181130;IEEEP1_89;1;1;422.5;435;342.5;;845;;437.5;1190;1090;1110;650;;860;840;;
Expert measurer 2;Expert measurer 2;;20181130;IEEEP1_89;1;2;422.5;435;332.5;;830;;430;1190;1090;1110;675;;900;840;;
Expert measurer 2;Expert measurer 2;;20181130;IEEEP1_90;1;1;335;410;282.5;;740;;370;1010;837.5;943.4;590;;677.5;750;;
Expert measurer 2;Expert measurer 2;;20181130;IEEEP1_90;1;2;340;425;290;;745;;385;1002.5;840;940;580;;670;740;;
Expert measurer 3;Expert measurer 3;;20181130;IEEEP1_05;1;1;335;395;310;;735;;395;955;835;1045;650;;760;710;;
Expert measurer 3;Expert measurer 3;;20181130;IEEEP1_05;1;2;340;405;315;;730;;405;945;820;1080;650;;785;715;;
Expert measurer 3;Expert measurer 3;;20181130;IEEEP1_12;1;1;310;405;245;;725;;380;790;670;950;530;;655;725;;
Expert measurer 3;Expert measurer 3;;20181130;IEEEP1_12;1;2;300;405;250;;705;;375;790;670;945;525;;660;735;;
Expert measurer 3;Expert measurer 3;;20181130;IEEEP1_13;1;1;330;412.5;280;;745;;385;890;740;1015;610;;730;760;;
Expert measurer 3;Expert measurer 3;;20181130;IEEEP1_13;1;2;330;425;285;;730;;405;890;745;1035;570;;730;755;;
Expert measurer 3;Expert measurer 3;;20181130;IEEEP1_14;1;1;390;405;305;;785;;425;1065;965;1090;655;;745;752.5;;
Expert measurer 3;Expert measurer 3;;20181130;IEEEP1_14;1;2;380;415;310;;775;;410;1065;965;1080;660;;750;755;;
Expert measurer 3;Expert measurer 3;;20181130;IEEEP1_15;1;1;390;425;355;;790;;445;975;920;1030;620;;780;740;;
Expert measurer 3;Expert measurer 3;;20181130;IEEEP1_15;1;2;390;430;350;;795;;480;995;930;1045;600;;800;725;;
Expert measurer 3;Expert measurer 3;;20181130;IEEEP1_17;1;1;410;430;375;;860;;460;1115;1035;1095;640;;940;765;;
Expert measurer 3;Expert measurer 3;;20181130;IEEEP1_17;1;2;405;445;350;;860;;465;1070;1040;1110;640;;880;780;;
Expert measurer 3;Expert measurer 3;;20181130;IEEEP1_18;1;1;370;407.5;305;;710;;420;915;800;980;580;;780;685;;
Expert measurer 3;Expert measurer 3;;20181130;IEEEP1_18;1;2;370;420;305;;710;;422.5;900;785;1005;580;;790;690;;
Expert measurer 3;Expert measurer 3;;20181130;IEEEP1_19;1;1;315;405;260;;760;;355;875;755;950;540;;690;825;;
Expert measurer 3;Expert measurer 3;;20181130;IEEEP1_19;1;2;325;395;255;;760;;385;880;740;950;535;;695;825;;
Expert measurer 3;Expert measurer 3;;20181130;IEEEP1_20;1;1;385;470;300;;805;;395;995;972.5;1040;565;;785;825;;
Expert measurer 3;Expert measurer 3;;20181130;IEEEP1_20;1;2;385;440;310;;825;;435;1005;965;1020;555;;815;840;;
Expert measurer 3;Expert measurer 3;;20181130;IEEEP1_21;1;1;415;405;375;;770;;405;1380;1240;1330;742.5;;870;745;;
Expert measurer 3;Expert measurer 3;;20181130;IEEEP1_21;1;2;415;400;380;;750;;410;1380;1250;1330;745;;870;730;;
Expert measurer 3;Expert measurer 3;;20181130;IEEEP1_22;1;1;375;410;320;;805;;450;1025;890;1060;610;;835;735;;
Expert measurer 3;Expert measurer 3;;20181130;IEEEP1_22;1;2;370;400;325;;810;;490;1010;890;1060;605;;835;735;;
Expert measurer 3;Expert measurer 3;;20181130;IEEEP1_23;1;1;330;345;250;;705;;380;822.5;700;935;540;;690;690;;
Expert measurer 3;Expert measurer 3;;20181130;IEEEP1_23;1;2;325;360;250;;710;;365;830;705;940;550;;665;690;;
Expert measurer 3;Expert measurer 3;;20181130;IEEEP1_24;1;1;315;422.5;295;;700;;380;865;742.5;1020;600;;727.5;720;;
Expert measurer 3;Expert measurer 3;;20181130;IEEEP1_24;1;2;317.5;402.5;295;;705;;350;865;720;1017.5;620;;760;725;;
Expert measurer 3;Expert measurer 3;;20181130;IEEEP1_25;1;1;407.5;445;350;;830;;420;1070;930;1070;675;;800;847.5;;
Expert measurer 3;Expert measurer 3;;20181130;IEEEP1_25;1;2;410;442.5;355;;845;;425;1075;922.5;1070;670;;795;847.5;;
Expert measurer 3;Expert measurer 3;;20181130;IEEEP1_26;1;1;362.5;405;382.5;;775;;402.5;1147.5;1070;1220;747.5;;820;720;;
Expert measurer 3;Expert measurer 3;;20181130;IEEEP1_26;1;2;360;415;382.5;;775;;430;1132.5;1070;1227.5;730;;790;710;;
Expert measurer 3;Expert measurer 3;;20181130;IEEEP1_27;1;1;395;445;432.5;;765;;430;1167.5;1085;1375;765;;867.5;675;;
Expert measurer 3;Expert measurer 3;;20181130;IEEEP1_27;1;2;400;445;430;;762.5;;420;1160;1092.5;1350;765;;850;665;;
Expert measurer 3;Expert measurer 3;;20181130;IEEEP1_28;1;1;315;405;262.5;;722.5;;370;860;705;962.5;545;;655;747.5;;
Expert measurer 3;Expert measurer 3;;20181130;IEEEP1_28;1;2;320;427.5;265;;720;;370;860;695;952.5;535;;640;747.5;;
Expert measurer 3;Expert measurer 3;;20181130;IEEEP1_29;1;1;332.5;435;310;;810;;425;942.5;872.5;1050;652.5;;697.5;830;;
Expert measurer 3;Expert measurer 3;;20181130;IEEEP1_29;1;2;337.5;430;302.5;;810;;427.5;930;885;1050;650;;720;845;;
Expert measurer 3;Expert measurer 3;;20181130;IEEEP1_30;1;1;330;427.5;305;;715;;385;1040;850;1040;582.5;;717.5;720;;
Expert measurer 3;Expert measurer 3;;20181130;IEEEP1_30;1;2;330;415;305;;715;;390;1020;845;1045;565;;752.5;705;;
Expert measurer 3;Expert measurer 3;;20181130;IEEEP1_31;1;1;375;470;297.5;;840;;445;1047.5;912.5;972.5;557.5;;775;780;;
Expert measurer 3;Expert measurer 3;;20181130;IEEEP1_31;1;2;380;485;295;;800;;440;1045;920;967.5;550;;790;790;;
Expert measurer 3;Expert measurer 3;;20181130;IEEEP1_32;1;1;392.5;462.5;315;;770;;427.5;1160;1050;1170;705;;770;725;;
Expert measurer 3;Expert measurer 3;;20181130;IEEEP1_32;1;2;395;447.5;305;;765;;442.5;1185;1047.5;1150;715;;787.5;725;;
Expert measurer 3;Expert measurer 3;;20181130;IEEEP1_33;1;1;317.5;475;240;;750;;390;832.5;662.5;877.5;495;;697.5;812.5;;
Expert measurer 3;Expert measurer 3;;20181130;IEEEP1_33;1;2;320;425;242.5;;730;;380;837.5;665;885;495;;682.5;800;;
Expert measurer 3;Expert measurer 3;;20181130;IEEEP1_34;1;1;310;365;260;;680;;380;845;695;922.5;545;;660;690;;
Expert measurer 3;Expert measurer 3;;20181130;IEEEP1_34;1;2;310;375;260;;690;;380;850;700;942.5;550;;660;690;;
Expert measurer 3;Expert measurer 3;;20181130;IEEEP1_35;1;1;485;415;342.5;;755;;465;1145;1065;1080;630;;877.5;700;;
Expert measurer 3;Expert measurer 3;;20181130;IEEEP1_35;1;2;485;417.5;340;;767.5;;465;1142.5;1060;1100;635;;875;685;;
Expert measurer 3;Expert measurer 3;;20181130;IEEEP1_36;1;1;335;425;270;;760;;420;857.5;732.5;992.5;605;;720;780;;
Expert measurer 3;Expert measurer 3;;20181130;IEEEP1_36;1;2;335;427.5;262.5;;770;;402.5;855;740;990;620;;730;780;;
Expert measurer 3;Expert measurer 3;;20181130;IEEEP1_37;1;1;380;432.5;325;;835;;475;1065;980;1040;620;;820;795;;
Expert measurer 3;Expert measurer 3;;20181130;IEEEP1_37;1;2;387.5;435;330;;850;;465;1070;980;1055;620;;800;795;;
Expert measurer 3;Expert measurer 3;;20181130;IEEEP1_38;1;1;385;415;330;;737.5;;417.5;1200;1060;1180;725;;805;685;;
Expert measurer 3;Expert measurer 3;;20181130;IEEEP1_38;1;2;387.5;417.5;350;;745;;430;1215;1040;1185;705;;787.5;675;;
Expert measurer 3;Expert measurer 3;;20181130;IEEEP1_39;1;1;340;372.5;330;;770;;400;1100;1005;1155;610;;762.5;737.5;;
Expert measurer 3;Expert measurer 3;;20181130;IEEEP1_39;1;2;330;380;307.5;;745;;400;1100;997.5;1200;705;;760;740;;
Expert measurer 3;Expert measurer 3;;20181130;IEEEP1_40;1;1;315;397.5;260;;717.5;;402.5;907.5;717.5;945;555;;662.5;730;;
Expert measurer 3;Expert measurer 3;;20181130;IEEEP1_40;1;2;310;365;257.5;;710;;410;880;730;952.5;540;;680;735;;
Expert measurer 3;Expert measurer 3;;20181130;IEEEP1_41;1;1;305;395;292.5;;750;;387.5;847.5;735;1055;640;;727.5;750;;
Expert measurer 3;Expert measurer 3;;20181130;IEEEP1_41;1;2;315;400;290;;740;;392.5;830;710;1040;642.5;;730;730;;
Expert measurer 3;Expert measurer 3;;20181130;IEEEP1_42;1;1;340;427.5;287.5;;750;;422.5;1015;855;1072.5;622.5;;742.5;705;;
Expert measurer 3;Expert measurer 3;;20181130;IEEEP1_42;1;2;337.5;425;287.5;;730;;410;1035;880;1070;627.5;;730;700;;
Expert measurer 3;Expert measurer 3;;20181130;IEEEP1_43;1;1;300;375;212.5;;730;;395;785;625;900;507.5;;670;725;;
Expert measurer 3;Expert measurer 3;;20181130;IEEEP1_43;1;2;300;392.5;215;;727.5;;390;775;625;880;490;;685;730;;
Expert measurer 3;Expert measurer 3;;20181130;IEEEP1_44;1;1;327.5;415;270;;750;;437.5;930;800;1000;580;;665;730;;
Expert measurer 3;Expert measurer 3;;20181130;IEEEP1_44;1;2;325;440;275;;745;;410;935;795;990;582.5;;650;740;;
Expert measurer 3;Expert measurer 3;;20181130;IEEEP1_45;1;1;357.5;435;287.5;;765;;407.5;940;760;890;507.5;;790;782.5;;
Expert measurer 3;Expert measurer 3;;20181130;IEEEP1_45;1;2;352.5;430;280;;760;;402.5;937.5;775;902.5;525;;755;775;;
Expert measurer 3;Expert measurer 3;;20181130;IEEEP1_47;1;1;360;415;285;;802.5;;455;930;827.5;932.5;540;;787.5;765;;
Expert measurer 3;Expert measurer 3;;20181130;IEEEP1_47;1;2;377.5;390;285;;805;;455;940;830;930;547.5;;805;770;;
Expert measurer 3;Expert measurer 3;;20181130;IEEEP1_48;1;1;380;415;350;;775;;425;1000;810;935;575;;712.5;725;;
Expert measurer 3;Expert measurer 3;;20181130;IEEEP1_48;1;2;382.5;420;350;;785;;422.5;1000;805;945;580;;692.5;720;;
Expert measurer 3;Expert measurer 3;;20181130;IEEEP1_49;1;1;357.5;435;287.5;;765;;407.5;940;760;890;507.5;;790;782.5;;
Expert measurer 3;Expert measurer 3;;20181130;IEEEP1_49;1;2;352.5;430;280;;760;;402.5;937.5;775;902.5;525;;755;775;;
Expert measurer 3;Expert measurer 3;;20181130;IEEEP1_50;1;1;302.5;352.5;262.5;;687.5;;347.5;815;685;935;537.5;;687.5;680;;
Expert measurer 3;Expert measurer 3;;20181130;IEEEP1_50;1;2;310;365;265;;695;;375;825;700;932.5;530;;680;685;;
Expert measurer 3;Expert measurer 3;;20181130;IEEEP1_51;1;1;367.5;405;290;;795;;460;1035;895;1047.5;590;;755;830;;
Expert measurer 3;Expert measurer 3;;20181130;IEEEP1_51;1;2;360;420;297.5;;782.5;;462.5;1055;890;1040;595;;770;830;;
Expert measurer 3;Expert measurer 3;;20181130;IEEEP1_52;1;1;330;360;230;;730;;405;790;670;800;410;;680;730;;
Expert measurer 3;Expert measurer 3;;20181130;IEEEP1_52;1;2;335;365;220;;720;;392.5;800;670;800;412.5;;670;730;;
Expert measurer 3;Expert measurer 3;;20181130;IEEEP1_53;1;1;320;380;262.5;;707.5;;327.5;817.5;717.5;900;505;;700;705;;
Expert measurer 3;Expert measurer 3;;20181130;IEEEP1_53;1;2;315;390;260;;710;;387.5;815;710;925;525;;700;710;;
Expert measurer 3;Expert measurer 3;;20181130;IEEEP1_54;1;1;350;385;327.5;;740;;405;990;840;1117.5;685;;815;745;;
Expert measurer 3;Expert measurer 3;;20181130;IEEEP1_54;1;2;350;382.5;320;;755;;420;990;830;1110;670;;810;732.5;;
Expert measurer 3;Expert measurer 3;;20181130;IEEEP1_55;1;1;380;405;320;;770;;455;945;817.5;1030;635;;810;745;;
Expert measurer 3;Expert measurer 3;;20181130;IEEEP1_55;1;2;385;407.5;330;;792.5;;450;970;815;1020;635;;805;735;;
Expert measurer 3;Expert measurer 3;;20181130;IEEEP1_56;1;1;387.5;395;290;;780;;455;1020;870;955;530;;735;755;;
Expert measurer 3;Expert measurer 3;;20181130;IEEEP1_56;1;2;392.5;425;297.5;;782.5;;447.5;1010;870;952.5;535;;725;745;;
Expert measurer 3;Expert measurer 3;;20181130;IEEEP1_57;1;1;460;440;390;;790;;455;1225;1160;1180;700;;910;750;;
Expert measurer 3;Expert measurer 3;;20181130;IEEEP1_57;1;2;450;440;387.5;;755;;450;1220;1145;1175;710;;920;755;;
Expert measurer 3;Expert measurer 3;;20181130;IEEEP1_58;1;1;337.5;420;287.5;;780;;415;880;745;1010;547.5;;705;785;;
Expert measurer 3;Expert measurer 3;;20181130;IEEEP1_58;1;2;335;420;282.5;;772.5;;400;892.5;750;1010;555;;705;790;;
Expert measurer 3;Expert measurer 3;;20181130;IEEEP1_59;1;1;327.5;410;285;;790;;430;935;735;987.5;565;;760;785;;
Expert measurer 3;Expert measurer 3;;20181130;IEEEP1_59;1;2;327.5;407.5;270;;795;;430;925;745;980;545;;750;775;;
Expert measurer 3;Expert measurer 3;;20181130;IEEEP1_73;1;1;380;402.5;305;;732.5;;402.5;1165;1030;1125;650;;800;690;;
Expert measurer 3;Expert measurer 3;;20181130;IEEEP1_73;1;2;375;397.5;310;;740;;427.5;1165;1035;1140;655;;825;690;;
Expert measurer 3;Expert measurer 3;;20181130;IEEEP1_74;1;1;315;430;280;;725;;380;860;750;1040;610;;620;720;;
Expert measurer 3;Expert measurer 3;;20181130;IEEEP1_74;1;2;310;420;280;;700;;390;855;750;1060;617.5;;640;715;;
Expert measurer 3;Expert measurer 3;;20181130;IEEEP1_75;1;1;302.5;387.5;252.5;;680;;380;807.5;667.5;890;502.5;;650;702.5;;
Expert measurer 3;Expert measurer 3;;20181130;IEEEP1_75;1;2;302.5;387.5;247.5;;685;;387.5;810;660;890;520;;650;712.5;;
Expert measurer 3;Expert measurer 3;;20181130;IEEEP1_76;1;1;350;402.5;355;;732.5;;430;1025;865;1180;677.5;;750;702.5;;
Expert measurer 3;Expert measurer 3;;20181130;IEEEP1_76;1;2;305;382.5;360;;735;;447.5;1015;875;1160;692.5;;760;700;;
Expert measurer 3;Expert measurer 3;;20181130;IEEEP1_77;1;1;315;400;280;;760;;400;867.5;750;1000;580;;707.5;785;;
Expert measurer 3;Expert measurer 3;;20181130;IEEEP1_77;1;2;307.5;390;287.5;;755;;400;847.5;722.5;1012.5;567.5;;720;775;;
Expert measurer 3;Expert measurer 3;;20181130;IEEEP1_78;1;1;342.5;390;285;;775;;427.5;975;870;1062.5;630;;737.5;835;;
Expert measurer 3;Expert measurer 3;;20181130;IEEEP1_78;1;2;335;395;277.5;;760;;405;947.5;870;1065;630;;720;825;;
Expert measurer 3;Expert measurer 3;;20181130;IEEEP1_79;1;1;375;427.5;307.5;;825;;450;970;927.5;982.5;557.5;;795;790;;
Expert measurer 3;Expert measurer 3;;20181130;IEEEP1_79;1;2;377.5;422.5;307.5;;825;;450;977.5;917.5;985;555;;787.5;800;;
Expert measurer 3;Expert measurer 3;;20181130;IEEEP1_84;1;1;367.5;385;325;;765;;427.5;1160;1000;1175;680;;860;755;;
Expert measurer 3;Expert measurer 3;;20181130;IEEEP1_84;1;2;370;382.5;330;;770;;425;1170;1020;1160;670;;880;760;;
Expert measurer 3;Expert measurer 3;;20181130;IEEEP1_86;1;1;345;407.5;300;;745;;375;920;865;1105;635;;750;765;;
Expert measurer 3;Expert measurer 3;;20181130;IEEEP1_86;1;2;335;400;295;;725;;390;915;837.5;1100;617.5;;800;760;;
Expert measurer 3;Expert measurer 3;;20181130;IEEEP1_87;1;1;390;465;347.5;;830;;435;960;810;960;555;;790;830;;
Expert measurer 3;Expert measurer 3;;20181130;IEEEP1_87;1;2;405;480;355;;820;;432.5;990;805;975;555;;780;825;;
Expert measurer 3;Expert measurer 3;;20181130;IEEEP1_88;1;1;315;375;285;;705;;385;852.5;725;987.5;580;;697.5;732.5;;
Expert measurer 3;Expert measurer 3;;20181130;IEEEP1_88;1;2;315;387.5;285;;710;;392.5;852.5;730;985;570;;680;727.5;;
Expert measurer 3;Expert measurer 3;;20181130;IEEEP1_89;1;1;417.5;440;375;;850;;430;1180;1067.5;1110;650;;917.5;830;;
Expert measurer 3;Expert measurer 3;;20181130;IEEEP1_89;1;2;415;450;355;;830;;435;1170;1080;1105;607.5;;910;825;;
Expert measurer 3;Expert measurer 3;;20181130;IEEEP1_90;1;1;337.5;420;287.5;;747.5;;362.5;1010;822.5;950;560;;725;730;;
Expert measurer 3;Expert measurer 3;;20181130;IEEEP1_90;1;2;332.5;410;290;;730;;375;1010;815;960;570;;720;720;;
Expert measurer 4;Expert measurer 4;;20181130;IEEEP1_05;1;1;370;425;320;;760;;420;970;855;1100;650;;735;735;;
Expert measurer 4;Expert measurer 4;;20181130;IEEEP1_05;1;2;330;440;325;;775;;410;960;840;1080;640;;680;740;;
Expert measurer 4;Expert measurer 4;;20181130;IEEEP1_12;1;1;305;405;250;;745;;410;815;675;920;520;;660;735;;
Expert measurer 4;Expert measurer 4;;20181130;IEEEP1_12;1;2;310;370;250;;740;;400;795;635;935;500;;725;720;;
Expert measurer 4;Expert measurer 4;;20181130;IEEEP1_13;1;1;345;425;285;;750;;435;900;740;1020;590;;730;765;;
Expert measurer 4;Expert measurer 4;;20181130;IEEEP1_13;1;2;340;430;290;;770;;430;910;725;1000;605;;710;870;;
Expert measurer 4;Expert measurer 4;;20181130;IEEEP1_14;1;1;385;430;330;;795;;460;1075;990;1040;650;;735;760;;
Expert measurer 4;Expert measurer 4;;20181130;IEEEP1_14;1;2;380;440;325;;;;445;1080;990;1065;650;;735;765;;
Expert measurer 4;Expert measurer 4;;20181130;IEEEP1_15;1;1;390;455;350;;835;;500;980;890;1030;595;;780;745;;
Expert measurer 4;Expert measurer 4;;20181130;IEEEP1_15;1;2;400;440;345;;810;;510;960;895;1040;600;;790;750;;
Expert measurer 4;Expert measurer 4;;20181130;IEEEP1_17;1;1;420;490;360;;880;;490;1090;1030;1120;640;;870;790;;
Expert measurer 4;Expert measurer 4;;20181130;IEEEP1_17;1;2;410;495;365;;880;;485;1070;1035;1105;635;;840;790;;
Expert measurer 4;Expert measurer 4;;20181130;IEEEP1_18;1;1;380;425;310;;750;;450;890;835;990;580;;760;700;;
Expert measurer 4;Expert measurer 4;;20181130;IEEEP1_18;1;2;370;445;310;;750;;450;940;840;1010;590;;740;700;;
Expert measurer 4;Expert measurer 4;;20181130;IEEEP1_19;1;1;325;415;260;;785;;415;890;735;940;535;;675;850;;
Expert measurer 4;Expert measurer 4;;20181130;IEEEP1_19;1;2;320;435;260;;780;;400;880;780;940;540;;660;850;;
Expert measurer 4;Expert measurer 4;;20181130;IEEEP1_20;1;1;380;505;305;;845;;470;1010;960;1020;560;;660;855;;
Expert measurer 4;Expert measurer 4;;20181130;IEEEP1_20;1;2;380;510;310;;830;;430;1020;940;1030;570;;655;850;;
Expert measurer 4;Expert measurer 4;;20181130;IEEEP1_21;1;1;410;465;390;;770;;420;1365;1250;1305;715;;750;780;;
Expert measurer 4;Expert measurer 4;;20181130;IEEEP1_21;1;2;415;470;380;;765;;425;1345;1240;1310;760;;775;770;;
Expert measurer 4;Expert measurer 4;;20181130;IEEEP1_22;1;1;370;460;310;;830;;505;1010;885;1040;620;;710;750;;
Expert measurer 4;Expert measurer 4;;20181130;IEEEP1_22;1;2;375;455;320;;820;;520;990;900;1050;610;;750;735;;
Expert measurer 4;Expert measurer 4;;20181130;IEEEP1_23;1;1;315;390;255;;725;;385;815;745;905;540;;620;720;;
Expert measurer 4;Expert measurer 4;;20181130;IEEEP1_23;1;2;310;370;260;;720;;405;845;750;920;540;;625;720;;
Expert measurer 4;Expert measurer 4;;20181130;IEEEP1_24;1;1;310;420;295;;735;;382.5;865;775;995;610;;705;740;;
Expert measurer 4;Expert measurer 4;;20181130;IEEEP1_24;1;2;310;415;300;;745;;370;865;760;990;610;;710;740;;
Expert measurer 4;Expert measurer 4;;20181130;IEEEP1_25;1;1;415;500;350;;895;;465;1105;950;1060;665;;820;840;;
Expert measurer 4;Expert measurer 4;;20181130;IEEEP1_25;1;2;420;485;355;;850;;450;1085;960;1070;655;;740;860;;
Expert measurer 4;Expert measurer 4;;20181130;IEEEP1_26;1;1;375;445;385;;805;;397.5;1110;1100;1215;740;;810;755;;
Expert measurer 4;Expert measurer 4;;20181130;IEEEP1_26;1;2;375;460;390;;790;;420;1120;1065;1200;740;;770;740;;
Expert measurer 4;Expert measurer 4;;20181130;IEEEP1_27;1;1;415;450;420;;800;;442.5;1165;1075;1375;765;;860;715;;
Expert measurer 4;Expert measurer 4;;20181130;IEEEP1_27;1;2;410;442.5;445;;790;;447.5;1165;1067.5;1355;760;;870;670;;
Expert measurer 4;Expert measurer 4;;20181130;IEEEP1_28;1;1;315;420;260;;750;;410;875;730;955;535;;620;765;;
Expert measurer 4;Expert measurer 4;;20181130;IEEEP1_28;1;2;305;427.5;265;;755;;412.5;880;720;945;550;;625;765;;
Expert measurer 4;Expert measurer 4;;20181130;IEEEP1_29;1;1;345;450;300;;855;;450;970;855;1055;645;;710;875;;
Expert measurer 4;Expert measurer 4;;20181130;IEEEP1_29;1;2;345;440;305;;835;;445;987.5;855;1070;640;;710;870;;
Expert measurer 4;Expert measurer 4;;20181130;IEEEP1_30;1;1;335;440;310;;770;;400;1065;830;1045;600;;680;730;;
Expert measurer 4;Expert measurer 4;;20181130;IEEEP1_30;1;2;330;430;305;;740;;392.5;1065;845;1040;600;;685;740;;
Expert measurer 4;Expert measurer 4;;20181130;IEEEP1_31;1;1;390;510;310;;850;;460;1040;930;970;540;;750;755;;
Expert measurer 4;Expert measurer 4;;20181130;IEEEP1_31;1;2;390;500;320;;845;;465;1050;945;975;560;;750;750;;
